
 num     #instances         #bytes  class name
 464:           122           2928  org.springframework.beans.BeanMetadataAttribute
 465:           122           2928  org.springframework.beans.BeanMetadataAttribute
 466:            91           2912  org.apache.coyote.http11.filters.IdentityOutputFilter
 467:            36           2880  org.apache.catalina.core.StandardWrapperValve
 468:            89           2848  org.apache.catalina.core.ApplicationFilterChain
 469:           177           2832  org.jboss.logging.Slf4jLocationAwareLogger
 470:           155           2824  [Ljavax.management.MBeanParameterInfo;
 471:           176           2816  org.jboss.logging.Slf4jLocationAwareLogger
 472:            88           2816  org.springframework.web.context.request.async.WebAsyncManager
 473:            16           2816  com.sun.org.apache.xerces.internal.impl.dtd.XMLNSDTDValidator
 474:            88           2816  java.nio.DirectByteBuffer$Deallocator
 475:            13           2808  org.hibernate.mapping.RootClass
 476:           174           2784  java.util.concurrent.atomic.AtomicBoolean
 477:           173           2768  [Lorg.apache.xmlbeans.SchemaAnnotation$Attribute;
 478:           115           2760  java.util.Stack
 479:            21           2688  org.hibernate.hql.internal.ast.tree.FromElement
 480:           111           2664  org.springframework.aop.aspectj.MethodInvocationProceedingJoinPoint
 481:            41           2624  com.mysql.jdbc.PreparedStatement$ParseInfo
 482:           163           2608  org.springframework.aop.framework.adapter.MethodBeforeAdviceInterceptor
 483:            65           2600  sun.nio.cs.ISO_8859_1$Decoder
 484:           108           2592  org.apache.tomcat.util.digester.ArrayStack
 485:           159           2544  sun.reflect.BootstrapConstructorAccessorImpl
 486:            45           2520  org.springframework.validation.BeanPropertyBindingResult
 487:            45           2520  javax.management.openmbean.OpenMBeanAttributeInfoSupport
 488:             8           2496  <typeArrayKlassKlass>
 489:           104           2496  sun.security.x509.CertificateExtensions
 490:            62           2480  org.springframework.web.context.request.ServletWebRequest
 491:           155           2480  java.lang.StringBuffer
 492:            62           2480  com.sun.org.apache.xerces.internal.impl.dtd.XMLSimpleType
 493:           103           2472  org.hibernate.engine.internal.EntityEntryContext$ManagedEntityImpl
 494:           154           2464  java.util.concurrent.CopyOnWriteArrayList$COWIterator
 495:            14           2464  com.mysql.jdbc.JDBC4ResultSet
 496:            89           2432  [[B
 497:           152           2432  [Ljavax.servlet.jsp.tagext.TagVariableInfo;
 498:           137           2408  [Lcom.sun.jmx.mbeanserver.MXBeanMapping;
 499:            60           2400  com.mysql.jdbc.MysqlCharset
 500:            60           2400  com.mysql.jdbc.MysqlCharset
 501:           149           2384  sun.security.x509.KeyIdentifier
 502:            47           2384  [Lcom.sun.org.apache.xerces.internal.util.SymbolHash$Entry;
 503:            27           2376  org.aspectj.weaver.ResolvedType$Primitive
 504:            74           2368  org.hibernate.hql.internal.ast.HqlToken
 505:            98           2352  sun.security.x509.SubjectKeyIdentifierExtension
 506:           147           2352  org.hibernate.loader.plan.exec.internal.EntityReferenceAliasesImpl
 507:            21           2352  org.hibernate.loader.hql.QueryLoader
 508:            97           2328  java.security.Permissions
 509:           144           2304  com.sun.proxy.$Proxy48
 510:            96           2304  java.util.ArrayDeque
 511:            96           2304  java.util.Collections$UnmodifiableMap
 512:            48           2304  org.apache.xmlbeans.impl.schema.SchemaLocalAttributeImpl
 513:           144           2304  java.util.jar.Attributes
 514:           144           2304  com.sun.proxy.$Proxy16
 515:            72           2304  java.lang.reflect.WeakCache$CacheValue
 516:           143           2288  org.hibernate.loader.entity.plan.EntityLoader$Builder$1
 517:           143           2288  org.hibernate.loader.plan.exec.process.internal.EntityReturnReader
 518:            26           2288  org.hibernate.loader.entity.CascadeEntityLoader
 519:            74           2280  [Ljavax.management.MBeanOperationInfo;
 520:            94           2272  [Lorg.springframework.core.MethodParameter;
 521:            94           2272  [Lorg.springframework.core.MethodParameter;
 522:            94           2256  org.springframework.web.servlet.mvc.condition.ProducesRequestCondition
 523:            94           2256  org.springframework.web.servlet.mvc.condition.ProducesRequestCondition$ProduceMediaTypeExpression
 524:            94           2256  org.springframework.web.servlet.mvc.condition.ProducesRequestCondition
 525:            94           2256  org.springframework.web.servlet.mvc.condition.ProducesRequestCondition$ProduceMediaTypeExpression
 526:            28           2240  org.apache.catalina.session.StandardSession
 527:            56           2240  org.apache.catalina.webresources.FileResource
 528:            92           2208  org.apache.tomcat.util.net.NioEndpoint$SocketProcessor
 529:           137           2192  org.springframework.aop.framework.AdvisedSupport$MethodCacheKey
 530:            91           2184  sun.security.x509.KeyUsageExtension
 531:            91           2184  org.apache.coyote.http11.AbstractNioInputBuffer$HeaderParseData
 532:            91           2184  org.apache.tomcat.util.net.NioChannel
 533:            91           2184  org.springframework.beans.CachedIntrospectionResults
 534:            91           2184  org.apache.coyote.AsyncStateMachine
 535:            91           2184  org.apache.xmlbeans.impl.schema.XmlValueRef
 536:            91           2184  [Ljava.nio.channels.SelectionKey;
 537:            91           2184  org.apache.coyote.http11.filters.ChunkedOutputFilter
 538:            91           2184  org.apache.coyote.http11.filters.BufferedInputFilter
 539:            91           2184  org.apache.coyote.http11.filters.GzipOutputFilter
 540:            91           2184  org.apache.coyote.http11.filters.GzipOutputFilter$FakeOutputStream
 541:           136           2176  java.util.concurrent.ConcurrentLinkedQueue
 542:            54           2160  sun.net.www.MimeEntry
 543:           135           2160  org.apache.poi.hssf.record.RecordFactory$ReflectionConstructorRecordCreator
 544:            90           2160  [Ljava.text.SimpleDateFormat;
 545:           135           2160  org.apache.poi.hssf.record.RecordFactory$ReflectionConstructorRecordCreator
 546:           134           2144  sun.security.x509.SerialNumber
 547:            89           2136  org.springframework.beans.CachedIntrospectionResults
 548:            89           2136  org.apache.tomcat.util.buf.B2CConverter
 549:            88           2112  sun.nio.ch.Util$BufferCache
 550:           131           2096  java.util.concurrent.atomic.AtomicLong
 551:            20           2080  org.apache.tomcat.util.digester.Digester
 552:             2           2080  [[Ljava.lang.Class;
 553:            20           2080  java.util.concurrent.ThreadLocalRandom
 554:            65           2080  org.hibernate.dialect.lock.SelectLockingStrategy
 555:            67           2064  [Lorg.hibernate.type.Type;
 556:           128           2048  org.springframework.core.convert.support.GenericConversionService$ConvertersForPair
 557:           128           2048  java.lang.Character
 558:            51           2040  ch.qos.logback.core.status.InfoStatus
 559:            21           2016  org.hibernate.hql.internal.ast.tree.FromClause
 560:            28           2016  org.apache.xmlbeans.impl.schema.SchemaContainer
 561:           126           2016  java.util.Collections$SingletonSet
 562:            28           2016  org.apache.jasper.runtime.PageContextImpl
 563:           125           2000  org.hibernate.internal.CoreMessageLogger_$logger
 564:            38           2000  [[I
 565:            62           1984  java.io.ObjectStreamField
 566:           124           1984  org.springframework.core.convert.converter.GenericConverter$ConvertiblePair
 567:             8           1984  com.mysql.jdbc.MysqlIO
 568:            62           1984  org.springframework.web.context.request.ServletRequestAttributes
 569:            62           1984  org.springframework.web.method.support.ModelAndViewContainer
 570:           124           1984  org.hibernate.internal.CoreMessageLogger_$logger
 571:            13           1976  org.hibernate.tuple.entity.EntityMetamodel
 572:             4           1976  [Ljava.util.Locale;
 573:           122           1952  java.io.FileDescriptor
 574:            27           1944  org.apache.taglibs.standard.tag.rt.core.ForEachTag
 575:           121           1936  [Lorg.apache.xmlbeans.SchemaIdentityConstraint$Ref;
 576:            95           1928  [Lorg.apache.jasper.compiler.Node$JspAttribute;
 577:            40           1920  org.hibernate.engine.jdbc.spi.TypeInfo
